universe,event_date,categories,event_records,event_incidents,control_days,control_mean_incidents,paired_difference
CCC-recorded NYC political crowd days,2020-06-13,Political crowd day,1,6,1,3.0,3.0
CCC-recorded NYC political crowd days,2020-06-14,Political crowd day,1,9,1,6.0,3.0
CCC-recorded NYC political crowd days,2020-06-15,Political crowd day,1,7,1,1.0,6.0
CCC-recorded NYC political crowd days,2020-06-16,Political crowd day,1,4,1,5.0,-1.0
CCC-recorded NYC political crowd days,2020-06-17,Political crowd day,1,8,1,3.0,5.0
CCC-recorded NYC political crowd days,2020-06-19,Political crowd day,1,8,1,4.0,4.0
CCC-recorded NYC political crowd days,2020-06-20,Political crowd day,1,15,1,3.0,12.0
CCC-recorded NYC political crowd days,2020-06-23,Political crowd day,1,10,1,5.0,5.0
CCC-recorded NYC political crowd days,2023-05-01,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2023-05-08,Political crowd day,1,1,1,2.0,-1.0
CCC-recorded NYC political crowd days,2023-05-15,Political crowd day,1,5,1,2.0,3.0
CCC-recorded NYC political crowd days,2023-05-22,Political crowd day,1,3,1,2.0,1.0
CCC-recorded NYC political crowd days,2023-06-05,Political crowd day,1,0,1,2.0,-2.0
CCC-recorded NYC political crowd days,2023-06-12,Political crowd day,1,1,1,2.0,-1.0
CCC-recorded NYC political crowd days,2023-06-19,Political crowd day,1,10,1,2.0,8.0
CCC-recorded NYC political crowd days,2023-06-26,Political crowd day,1,3,1,2.0,1.0
CCC-recorded NYC political crowd days,2023-07-10,Political crowd day,1,3,1,1.0,2.0
CCC-recorded NYC political crowd days,2023-07-17,Political crowd day,1,3,1,1.0,2.0
CCC-recorded NYC political crowd days,2023-07-24,Political crowd day,1,4,2,2.5,1.5
CCC-recorded NYC political crowd days,2023-07-31,Political crowd day,1,5,2,2.5,2.5
CCC-recorded NYC political crowd days,2023-08-14,Political crowd day,1,3,2,2.5,0.5
CCC-recorded NYC political crowd days,2023-08-28,Political crowd day,1,1,3,3.0,-2.0
CCC-recorded NYC political crowd days,2023-09-04,Political crowd day,1,9,3,3.0,6.0
CCC-recorded NYC political crowd days,2023-09-11,Political crowd day,1,0,2,4.0,-4.0
CCC-recorded NYC political crowd days,2023-09-18,Political crowd day,1,3,2,4.0,-1.0
CCC-recorded NYC political crowd days,2023-10-02,Political crowd day,1,5,2,3.0,2.0
CCC-recorded NYC political crowd days,2023-10-09,Political crowd day,1,3,2,3.0,0.0
CCC-recorded NYC political crowd days,2023-10-16,Political crowd day,1,2,2,3.0,-1.0
CCC-recorded NYC political crowd days,2023-10-23,Political crowd day,1,2,2,3.0,-1.0
CCC-recorded NYC political crowd days,2023-11-06,Political crowd day,1,0,1,2.0,-2.0
CCC-recorded NYC political crowd days,2023-11-13,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2023-11-20,Political crowd day,1,3,1,2.0,1.0
CCC-recorded NYC political crowd days,2023-11-27,Political crowd day,1,0,1,2.0,-2.0
CCC-recorded NYC political crowd days,2025-01-18,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-01-25,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-02-01,Political crowd day,1,3,1,1.0,2.0
CCC-recorded NYC political crowd days,2025-02-08,Political crowd day,1,2,1,1.0,1.0
CCC-recorded NYC political crowd days,2025-02-22,Political crowd day,1,2,1,1.0,1.0
CCC-recorded NYC political crowd days,2025-03-01,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-03-08,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-03-15,Political crowd day,1,0,1,1.0,-1.0
CCC-recorded NYC political crowd days,2025-11-29,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2025-11-30,Political crowd day,1,4,1,0.0,4.0
CCC-recorded NYC political crowd days,2025-12-06,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2025-12-07,Political crowd day,1,2,1,0.0,2.0
CCC-recorded NYC political crowd days,2025-12-13,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2025-12-14,Political crowd day,1,2,1,0.0,2.0
CCC-recorded NYC political crowd days,2025-12-20,Political crowd day,1,1,1,2.0,-1.0
CCC-recorded NYC political crowd days,2025-12-21,Political crowd day,1,2,1,0.0,2.0
